Reset Counter	PASS	0
#Test Step - Prepare data for test	PASS	2778
#Test Step - Reset OPC data	PASS	0
(PLC) PC TEST ON	PASS	152
#Test Step - PLC OPC Ready_To_Test	PASS	0
#Subtest Step -Program HIPOT	PASS	665
#Subtest Step -Execute Test	PASS	1312
#Subtest Step -Read Result	PASS	181
#Test Step - Ground Bond Test	PASS	0
(PLC) Connect Electrical Connectors	PASS	3751
#Subtest Step -Program HIPOT	PASS	661
#Subtest Step -Execute Test	PASS	1092
#Subtest Step -Read Result	PASS	180
#Test Step - Ground Continuity Test	PASS	1
(PC) Set Relays for  Interlock 1	PASS	605
#Subtest Step -Program HIPOT	PASS	659
#Subtest Step -Execute Test	PASS	1062
#Subtest Step -Read Result	PASS	181
(PC) Reset Relays for  Interlock 1	PASS	74
#Test Step - Interlock 1 Continuity	PASS	1
(PC) Set Relays for  Interlock 2	PASS	74
#Subtest Step -Program HIPOT	PASS	670
#Subtest Step -Execute Test	PASS	1059
#Subtest Step -Read Result	PASS	181
(PC) Reset Relays for  Interlock 2	PASS	75
#Test Step - Interlock 2 Continuity	PASS	0
#Subtest Step - Request DAQ ON	PASS	0
(PLC) Connect Electrical Plugs	PASS	56
#Subtest Step -Power compressor "Ignition on"	PASS	2299
(PLC) Disable Disconnect Electrical Plugs	PASS	0
(XNET) Read Inverter FW	PASS	723
#Subtest Step - Set Init Pressure	PASS	84
(XNET) Read Inverter sn	PASS	2880
#Test Step - XNET UDS Initialize & LV Power Connections Request	PASS	1
#Subtest Step -Check HV Bus before start-up	PASS	3
(XNET) Enable Shorcircuit Mode	PASS	1476
#Subtest Step -Program HIPOT	PASS	740
#Subtest Step -Execute Test	PASS	7464
#Subtest Step -Read Result	PASS	180
(XNET) Disable Shorcircuit Mode	PASS	1498
#Subtest Step -Check HV Bus before start-up	PASS	79
#Test Step - Isolation Resistance	PASS	0
(XNET) activate XNET Communications	PASS	0
(PLC)Connect Pneumatical	PASS	5001
#Subtest Step - Activate valves	PASS	235
#Subtest Step - Check Inverter Temperature	PASS	0
#Test Step - Check start conditions	PASS	0
#Subtest Step - Set High Voltage PSU	PASS	3293
#Subtest Step - Set Compressor acceleration Ramp	PASS	2819
#Subtest Step - Set Compressor ON (t0) 	PASS	260
#Subtest Step - Check Inverter Temperature	PASS	328
#Test Step - Start Compressor	PASS	0
#Subtest Step - Set Pressure Condition (t2)	PASS	7643
#Subtest Step - Set Speed condition (t1)	PASS	3518
#Subtest Step - Set Analyze Condition (t3)	PASS	0
#Subtest Step - Set Rattle Pressure	PASS	3620
#Subtest Step -  Rattle Test	PASS	55
#Subtest Step - Set Stable Condition (t4)	PASS	101
#Subtest Step - Set Stop Condition (t5)	PASS	5100
#Subtest Step - Set Compressor OFF	PASS	100
#Subtest Step - Set Compressor OFF	PASS	100
#Test Step - Compressor Fault Handler	PASS	0
#Subtest Step - Wait speed = 0	PASS	620
#Subtest Step - Set Stop Condition (t6)	PASS	100
#Subtest Step - HV Power Supply OFF	PASS	131
#Subtest Step - Set Discharge Resistor	PASS	181
#Subtest Step - Wait Capacitors Voltage = 0	PASS	398
#Subtest Step - Deactivate valves	PASS	398
#Subtest step - Unpower Compressor "Ignition off"	PASS	2
#Subtest Step - Check for pressure = 0	PASS	6806
#Subtest Step - Set End Condition (t7)	PASS	0
(PLC)Disconnect Electric&Pneumatic	PASS	5337
#Subtest Step - Reset HIPOT Scanner	PASS	0
#Test Step - Acquire Data	PASS	0
#Subtest Step - Cut Signals	PASS	1000
#Subtest Step - Analize Times	PASS	2
#Subtest Step - Analize Feedback Signals	PASS	17
#Subtest Step - Analize Analog Inputs	PASS	807
#Subtest Step - Analize Vibration	PASS	2558
#Subtest Step - Analize Microphone	PASS	318
#Test Step - ANALIZE	PASS	50
#Subtest Step - Save TDM	PASS	1510
#Subtest Step - Save TST	PASS	1167
#Test Step - Save Results	PASS	4
(PLC)Disconnect Electric&Pneumatic	PASS	0
#Test Step - Noise Test End	PASS	0
